v,t
23.174999999999997,69.10000000000001
23.1,69.2
23.025,69.3
22.95,69.4
22.875,69.5
22.799999999999997,69.60000000000001
22.725,69.7
22.65,69.8
22.575,69.9
22.5,70.0
22.424999999999997,70.10000000000001
22.35,70.2
22.275,70.3
22.2,70.4
22.125,70.5
22.049999999999997,70.60000000000001
21.975,70.7
21.9,70.8
21.825,70.9
21.75,71.0
21.674999999999997,71.10000000000001
21.6,71.2
21.525,71.3
21.45,71.4
21.375,71.5
21.299999999999997,71.60000000000001
21.225,71.7
21.15,71.8
21.075,71.9
21.0,72.0
20.924999999999997,72.10000000000001
20.85,72.2
20.775,72.3
20.7,72.4
20.625,72.5
20.549999999999997,72.60000000000001
20.475,72.7
20.4,72.8
20.325,72.9
20.25,73.0
20.174999999999997,73.10000000000001
20.1,73.2
20.025,73.3
19.95,73.4
19.875,73.5
19.799999999999997,73.60000000000001
19.725,73.7
19.65,73.8
19.575,73.9
19.5,74.0
19.424999999999997,74.10000000000001
19.35,74.2
19.275,74.3
19.2,74.4
19.125,74.5
19.049999999999997,74.60000000000001
18.975,74.7
18.9,74.8
18.825,74.9
18.75,75.0
18.674999999999997,75.10000000000001
18.6,75.2
18.525,75.3
18.45,75.4
18.375,75.5
18.299999999999997,75.60000000000001
18.225,75.7
18.15,75.8
18.075,75.9
18.0,76.0
17.924999999999994,76.10000000000001
17.849999999999998,76.2
17.775000000000002,76.3
17.699999999999996,76.4
17.625,76.5
17.549999999999994,76.60000000000001
17.474999999999998,76.7
17.39999999999999,76.80000000000001
17.324999999999996,76.9
17.25,77.0
17.174999999999994,77.10000000000001
17.099999999999998,77.2
17.02499999999999,77.30000000000001
16.949999999999996,77.4
16.875,77.5
16.799999999999994,77.60000000000001
16.724999999999998,77.7
16.64999999999999,77.80000000000001
16.574999999999996,77.9
16.5,78.0
16.424999999999994,78.10000000000001
16.349999999999998,78.2
16.27499999999999,78.30000000000001
16.199999999999996,78.4
16.125,78.5
16.049999999999994,78.60000000000001
15.974999999999998,78.7
15.899999999999991,78.80000000000001
15.824999999999996,78.9
15.75,79.0
15.674999999999994,79.10000000000001
15.599999999999998,79.2
15.524999999999991,79.30000000000001
15.449999999999996,79.4
15.375,79.5
15.299999999999994,79.60000000000001
15.224999999999998,79.7
15.149999999999991,79.80000000000001
15.074999999999996,79.9
15.0,80.0
15.0,80.10000000000001
15.0,80.2
15.0,80.30000000000001
15.0,80.4
15.0,80.5
15.0,80.60000000000001
15.0,80.7
15.0,80.80000000000001
15.0,80.9
15.0,81.0
15.0,81.10000000000001
15.0,81.2
15.0,81.30000000000001
15.0,81.4
15.0,81.5
15.0,81.60000000000001
15.0,81.7
15.0,81.80000000000001
15.0,81.9
15.0,82.0
15.0,82.10000000000001
15.0,82.2
15.0,82.30000000000001
15.0,82.4
15.0,82.5
15.0,82.60000000000001
15.0,82.7
15.0,82.80000000000001
15.0,82.9
15.0,83.0
15.0,83.10000000000001
15.0,83.2
15.0,83.30000000000001
15.0,83.4
15.0,83.5
15.0,83.60000000000001
15.0,83.7
15.0,83.80000000000001
15.0,83.9
15.0,84.0
15.0,84.10000000000001
15.0,84.2
15.0,84.30000000000001
15.0,84.4
15.0,84.5
15.0,84.60000000000001
15.0,84.7
15.0,84.80000000000001
15.0,84.9
15.0,85.0
15.0,85.10000000000001
15.0,85.2
15.0,85.30000000000001
15.0,85.4
15.0,85.5
15.0,85.60000000000001
15.0,85.7
15.0,85.80000000000001
15.0,85.9
15.0,86.0
15.0,86.10000000000001
15.0,86.2
15.0,86.30000000000001
15.0,86.4
15.0,86.5
15.0,86.60000000000001
15.0,86.7
15.0,86.80000000000001
15.0,86.9
15.0,87.0
15.0,87.10000000000001
15.0,87.2
15.0,87.30000000000001
15.0,87.4
15.0,87.5
15.0,87.60000000000001
15.0,87.7
15.0,87.80000000000001
15.0,87.9
15.0,88.0
15.0,88.10000000000001
15.0,88.2
15.0,88.30000000000001
15.0,88.4
15.0,88.5
15.0,88.60000000000001
15.0,88.7
15.0,88.80000000000001
15.0,88.9
15.0,89.0
15.0,89.10000000000001
15.0,89.2
15.0,89.30000000000001
15.0,89.4
15.0,89.5
15.0,89.60000000000001
15.0,89.7
15.0,89.80000000000001
15.0,89.9
15.0,90.0
15.0,90.1
15.0,90.2
15.0,90.3
15.0,90.4
15.0,90.5
15.0,90.6
15.0,90.7
15.0,90.8
15.0,90.9
15.0,91.0
15.0,91.1
15.0,91.2
15.0,91.3
15.0,91.4
15.0,91.5
15.0,91.6
15.0,91.7
15.0,91.8
15.0,91.9
15.0,92.0
15.0,92.1
15.0,92.2
15.0,92.3
15.0,92.4
15.0,92.5
15.0,92.6
15.0,92.7
15.0,92.8
15.0,92.9
15.0,93.0
15.0,93.1
15.0,93.2
15.0,93.3
15.0,93.4
15.0,93.5
15.0,93.6
15.0,93.7
15.0,93.8
15.0,93.9
15.0,94.0
15.0,94.1
15.0,94.2
15.0,94.3
15.0,94.4
15.0,94.5
15.0,94.6
15.0,94.7
15.0,94.8
15.0,94.9
15.0,95.0
15.0,95.1
15.0,95.2
15.0,95.3
15.0,95.4
15.0,95.5
15.0,95.6
15.0,95.7
15.0,95.8
15.0,95.9
15.0,96.0
15.0,96.1
15.0,96.2
15.0,96.3
15.0,96.4
15.0,96.5
15.0,96.6
15.0,96.7
15.0,96.8
15.0,96.9
15.0,97.0
15.0,97.1
15.0,97.2
15.0,97.3
15.0,97.4
15.0,97.5
15.0,97.6
15.0,97.7
15.0,97.8
15.0,97.9
15.0,98.0
15.0,98.1
15.0,98.2
15.0,98.3
15.0,98.4
15.0,98.5
15.0,98.6
15.0,98.7
15.0,98.8
15.0,98.9
15.0,99.0
15.0,99.1
15.0,99.2
15.0,99.3
15.0,99.4
15.0,99.5
15.0,99.6
15.0,99.7
15.0,99.8
15.0,99.9
15.0,100.0
15.0,100.1
15.0,100.2
15.0,100.3
15.0,100.4
15.0,100.5
15.0,100.6
15.0,100.7
15.0,100.8
15.0,100.9
15.0,101.0
15.0,101.1
15.0,101.2
15.0,101.3
15.0,101.4
15.0,101.5
15.0,101.6
15.0,101.7
15.0,101.8
15.0,101.9
15.0,102.0
15.0,102.1
15.0,102.2
15.0,102.3
15.0,102.4
15.0,102.5
15.0,102.6
15.0,102.7
15.0,102.8
15.0,102.9
15.0,103.0
15.0,103.1
15.0,103.2
15.0,103.3
15.0,103.4
15.0,103.5
15.0,103.6
15.0,103.7
15.0,103.8
15.0,103.9
15.0,104.0
15.0,104.1
15.0,104.2
15.0,104.3
15.0,104.4
15.0,104.5
15.0,104.6
15.0,104.7
15.0,104.8
15.0,104.9
15.0,105.0
15.0,105.1
15.0,105.2
15.0,105.3
15.0,105.4
15.0,105.5
15.0,105.6
15.0,105.7
15.0,105.8
15.0,105.9
15.0,106.0
15.0,106.1
15.0,106.2
15.0,106.3
15.0,106.4
15.0,106.5
15.0,106.6
15.0,106.7
15.0,106.8
15.0,106.9
15.0,107.0
15.0,107.1
15.0,107.2
15.0,107.3
15.0,107.4
15.0,107.5
15.0,107.6
15.0,107.7
15.0,107.8
15.0,107.9
15.0,108.0
15.0,108.1
15.0,108.2
15.0,108.3
15.0,108.4
15.0,108.5
15.0,108.6
15.0,108.7
15.0,108.8
15.0,108.9
15.0,109.0
15.0,109.1
15.0,109.2
15.0,109.3
15.0,109.4
15.0,109.5
15.0,109.6
15.0,109.7
15.0,109.8
15.0,109.9
15.0,110.0
14.624999999999968,110.1
14.24999999999999,110.2
13.874999999999956,110.3
13.49999999999998,110.4
13.125,110.5
12.749999999999968,110.6
12.37499999999999,110.7
11.999999999999956,110.8
11.62499999999998,110.9
11.25,111.0
10.874999999999968,111.1
10.49999999999999,111.2
10.124999999999956,111.3
9.74999999999998,111.4
9.375,111.5
8.999999999999968,111.6
8.62499999999999,111.7
8.249999999999957,111.8
7.874999999999979,111.9
7.5,112.0
7.124999999999968,112.1
6.749999999999989,112.2
6.374999999999957,112.3
5.999999999999979,112.4
5.625,112.5
5.249999999999968,112.6
4.874999999999989,112.7
4.499999999999957,112.8
4.124999999999979,112.9
3.75,113.0
3.374999999999968,113.1
2.9999999999999893,113.2
2.6249999999999574,113.3
2.2499999999999787,113.4
1.875,113.5
1.499999999999968,113.6
1.1249999999999891,113.7
0.7499999999999574,113.8
0.3749999999999787,113.9
0.0,114.0
0.1000000000000085,114.1
0.2000000000000028,114.2
0.3000000000000113,114.3
0.4000000000000057,114.4
0.5,114.5
0.6000000000000085,114.6
0.7000000000000028,114.7
0.8000000000000114,114.8
0.9000000000000057,114.9
1.0,115.0
1.1000000000000083,115.1
1.2000000000000028,115.2
1.3000000000000114,115.3
1.4000000000000057,115.4
1.5,115.5
1.6000000000000083,115.6
1.7000000000000028,115.7
1.8000000000000114,115.8
1.9000000000000057,115.9
2.0,116.0
2.1000000000000085,116.1
2.200000000000003,116.2
2.300000000000012,116.3
2.4000000000000057,116.4
2.5,116.5
2.6000000000000085,116.6
2.700000000000003,116.7
2.800000000000012,116.8
2.9000000000000057,116.9
3.0,117.0
3.1000000000000085,117.1
3.200000000000003,117.2
3.300000000000012,117.3
3.4000000000000057,117.4
3.5,117.5
3.6000000000000085,117.6
3.700000000000003,117.7
3.8000000000000114,117.8
3.9000000000000057,117.9
4.0,118.0
4.1000000000000085,118.1
4.200000000000003,118.2
4.300000000000011,118.3
4.400000000000006,118.4
4.5,118.5
4.6000000000000085,118.6
4.700000000000003,118.7
4.800000000000011,118.8
4.900000000000006,118.9
5.0,119.0
5.1000000000000085,119.1
5.200000000000003,119.2
5.300000000000011,119.3
5.400000000000006,119.4
5.5,119.5
5.6000000000000085,119.6
5.700000000000003,119.7
5.800000000000011,119.8
5.900000000000006,119.9
6.0,120.0
6.1000000000000085,120.1
6.200000000000003,120.2
6.300000000000011,120.3
6.400000000000006,120.4
6.5,120.5
6.6000000000000085,120.6
6.700000000000003,120.7
6.800000000000011,120.8
6.900000000000006,120.9
7.0,121.0
7.1000000000000085,121.1
7.200000000000003,121.2
7.300000000000011,121.3
7.400000000000006,121.4
7.5,121.5
7.600000000000008,121.6
7.700000000000003,121.7
7.800000000000011,121.8
7.900000000000006,121.9
8.0,122.0
8.100000000000009,122.1
8.200000000000003,122.2
8.300000000000011,122.3
8.400000000000006,122.4
8.5,122.5
8.600000000000009,122.6
8.700000000000003,122.7
8.800000000000011,122.8
8.900000000000006,122.9
9.0,123.0
9.100000000000009,123.1
9.200000000000005,123.2
9.300000000000011,123.3
9.400000000000006,123.4
9.5,123.5
9.600000000000009,123.6
9.700000000000005,123.7
9.800000000000011,123.8
9.900000000000006,123.9
10.0,124.0
10.0,124.1
10.0,124.2
10.0,124.3
10.0,124.4
10.0,124.5
10.0,124.6
10.0,124.7
10.0,124.8
10.0,124.9
10.0,125.0
10.0,125.1
10.0,125.2
10.0,125.3
10.0,125.4
10.0,125.5
10.0,125.6
10.0,125.7
10.0,125.8
10.0,125.9
10.0,126.0
10.0,126.1
10.0,126.2
10.0,126.3
10.0,126.4
10.0,126.5
10.0,126.6
10.0,126.7
10.0,126.8
10.0,126.9
10.0,127.0
10.0,127.1
10.0,127.2
10.0,127.3
10.0,127.4
10.0,127.5
10.0,127.6
10.0,127.7
10.0,127.8
10.0,127.9
10.0,128.0
10.0,128.1
10.0,128.20000000000002
10.0,128.3
10.0,128.4
10.0,128.5
10.0,128.6
10.0,128.70000000000002
10.0,128.8
10.0,128.9
10.0,129.0
10.0,129.1
10.0,129.20000000000002
10.0,129.3
10.0,129.4
10.0,129.5
10.0,129.6
10.0,129.70000000000002
10.0,129.8
10.0,129.9
10.0,130.0
10.0,130.1
10.0,130.20000000000002
10.0,130.3
10.0,130.4
10.0,130.5
10.0,130.6
10.0,130.70000000000002
10.0,130.8
10.0,130.9
10.0,131.0
10.0,131.1
10.0,131.20000000000002
10.0,131.3
10.0,131.4
10.0,131.5
10.0,131.6
10.0,131.70000000000002
10.0,131.8
10.0,131.9
10.0,132.0
10.0,132.1
10.0,132.20000000000002
10.0,132.3
10.0,132.4
10.0,132.5
10.0,132.6
10.0,132.70000000000002
10.0,132.8
10.0,132.9
10.0,133.0
10.0,133.1
10.0,133.20000000000002
10.0,133.3
10.0,133.4
10.0,133.5
10.0,133.6
10.0,133.70000000000002
10.0,133.8
10.0,133.9
10.0,134.0
10.0,134.1
10.0,134.20000000000002
10.0,134.3
10.0,134.4
10.0,134.5
10.0,134.6
10.0,134.70000000000002
10.0,134.8
10.0,134.9
10.0,135.0
10.0,135.1
10.0,135.20000000000002
10.0,135.3
10.0,135.4
10.0,135.5
10.0,135.6
10.0,135.70000000000002
10.0,135.8
10.0,135.9
10.0,136.0
10.0,136.1
10.0,136.20000000000002
10.0,136.3
10.0,136.4
10.0,136.5
10.0,136.6
10.0,136.70000000000002
10.0,136.8
10.0,136.9
10.0,137.0
10.0,137.1
10.0,137.20000000000002
10.0,137.3
10.0,137.4
10.0,137.5
10.0,137.6
10.0,137.70000000000002
10.0,137.8
10.0,137.9
10.0,138.0
10.0,138.1
10.0,138.20000000000002
10.0,138.3
10.0,138.4
10.0,138.5
10.0,138.6
10.0,138.70000000000002
10.0,138.8
10.0,138.9
10.0,139.0
10.0,139.1
10.0,139.20000000000002
10.0,139.3
10.0,139.4
10.0,139.5
10.0,139.6
10.0,139.70000000000002
10.0,139.8
10.0,139.9
10.0,140.0
10.0,140.1
10.0,140.20000000000002
10.0,140.3
10.0,140.4
10.0,140.5
10.0,140.6
10.0,140.70000000000002
10.0,140.8
10.0,140.9
10.0,141.0
10.0,141.1
10.0,141.20000000000002
10.0,141.3
10.0,141.4
10.0,141.5
10.0,141.6
10.0,141.70000000000002
10.0,141.8
10.0,141.9
10.0,142.0
10.0,142.1
10.0,142.20000000000002
10.0,142.3
10.0,142.4
10.0,142.5
10.0,142.6
10.0,142.70000000000002
10.0,142.8
10.0,142.9
10.0,143.0
10.0,143.1
10.0,143.20000000000002
10.0,143.3
10.0,143.4
10.0,143.5
10.0,143.6
10.0,143.70000000000002
10.0,143.8
10.0,143.9
10.0,144.0
10.0,144.1
10.0,144.20000000000002
10.0,144.3
10.0,144.4
10.0,144.5
10.0,144.6
10.0,144.70000000000002
10.0,144.8
10.0,144.9
10.0,145.0
10.0,145.1
10.0,145.20000000000002
10.0,145.3
10.0,145.4
10.0,145.5
10.0,145.6
10.0,145.70000000000002
10.0,145.8
10.0,145.9
10.0,146.0
10.0,146.1
10.0,146.20000000000002
10.0,146.3
10.0,146.4
10.0,146.5
10.0,146.6
10.0,146.70000000000002
10.0,146.8
10.0,146.9
10.0,147.0
10.0,147.1
10.0,147.20000000000002
10.0,147.3
10.0,147.4
10.0,147.5
10.0,147.6
10.0,147.70000000000002
10.0,147.8
10.0,147.9
10.0,148.0
10.0,148.1
10.0,148.20000000000002
10.0,148.3
10.0,148.4
10.0,148.5
10.0,148.6
10.0,148.70000000000002
10.0,148.8
10.0,148.9
10.0,149.0
10.0,149.1
10.0,149.20000000000002
10.0,149.3
10.0,149.4
10.0,149.5
10.0,149.6
10.0,149.70000000000002
10.0,149.8
10.0,149.9
10.0,150.0
10.0,150.1
10.0,150.20000000000002
10.0,150.3
10.0,150.4
10.0,150.5
10.0,150.6
