v,t
15.0,104.0
15.0,104.2
15.0,104.4
15.0,104.6
15.0,104.8
15.0,105.0
15.0,105.2
15.0,105.4
15.0,105.6
15.0,105.8
15.0,106.0
15.0,106.2
15.0,106.4
15.0,106.6
15.0,106.8
15.0,107.0
15.0,107.2
15.0,107.4
15.0,107.6
15.0,107.8
15.0,108.0
15.0,108.2
15.0,108.4
15.0,108.6
15.0,108.8
15.0,109.0
15.0,109.2
15.0,109.4
15.0,109.6
15.0,109.8
15.0,110.0
15,110.2
15,110.4
15,110.6
15,110.8
15,111.0
14.49999999999999,111.2
13.74999999999998,111.4
12.999999999999968,111.6
12.249999999999957,111.8
11.5,112.0
10.74999999999999,112.2
9.999999999999979,112.4
9.249999999999968,112.6
8.499999999999957,112.8
7.75,113.0
6.999999999999989,113.2
6.249999999999979,113.4
5.499999999999968,113.6
4.749999999999957,113.8
4.0,114.0
4,114.2
4,114.4
4,114.6
4,114.8
4,115.0
4,115.2
4,115.4
4,115.6
4,115.8
4,116.0
4,116.2
4,116.4
4,116.6
4,116.8
4,117.0
4,117.2
4,117.4
4,117.6
4,117.8
4,118.0
4,118.2
4,118.4
4,118.6
4,118.8
4,119.0
4,119.2
4,119.4
4,119.6
4,119.8
4,120.0
4,120.2
4,120.4
4,120.6
4,120.8
4,121.0
4,121.2
4,121.4
4,121.6
4,121.8
4,122.0
4,122.2
4,122.4
4,122.6
4,122.8
4,123.0
4,123.2
4,123.4
4,123.6
4,123.8
4,124.0
4,124.2
4,124.4
4,124.6
4,124.8
4,125.0
4,125.2
4,125.4
4,125.6
4,125.8
4,126.0
4,126.2
4,126.4
4,126.6
4,126.8
4,127.0
4,127.2
4,127.4
4,127.6
4,127.8
4,128.0
4,128.20000000000002
4,128.4
4,128.6
4,128.8
4,129.0
4,129.20000000000002
4,129.4
4,129.6
4,129.8
4,130.0
4,130.20000000000002
4,130.4
4,130.6
4,130.8
4,131.0
4,131.20000000000002
4,131.4
4,131.6
4,131.8
4,132.0
4,132.20000000000002
4,132.4
4,132.6
4,132.8
4,133.0
4,133.20000000000002
4,133.4
4,133.6
4,133.8
4,134.0
4,134.20000000000002
4,134.4
4,134.6
4,134.8
4,135.0
4,135.20000000000002
4,135.4
4,135.6
4,135.8
4,136.0
4,136.20000000000002
4,136.4
4,136.6
4,136.8
4,137.0
4,137.20000000000002
4,137.4
4,137.6
4,137.8
4,138.0
4,138.20000000000002
4,138.4
4,138.6
4,138.8
4,139.0
4,139.20000000000002
4,139.4
4,139.6
4,139.8
4,140.0
4,140.20000000000002
4,140.4
4,140.6
4,140.8
4,141.0
4,141.20000000000002
4,141.4
4,141.6
4,141.8
4,142.0
4,142.20000000000002
4,142.4
4,142.6
4,142.8
4,143.0
4,143.20000000000002
4,143.4
4,143.6
4,143.8
4,144.0
4,144.20000000000002
4,144.4
4,144.6
4,144.8
4,145.0
4,145.20000000000002
4,145.4
4,145.6
4,145.8
4,146.0
4,146.20000000000002
4,146.4
4,146.6
4,146.8
4,147.0
4,147.20000000000002
4,147.4
4,147.6
4,147.8
4,148.0
4,148.20000000000002
4,148.4
4,148.6
4,148.8
4,149.0
4,149.20000000000002
4,149.4
4,149.6
4,149.8
4,150.0
4,150.20000000000002
4,150.4
4,150.6
4,150.8
4,151.0
4,151.20000000000002
4,151.4
4,151.6
4,151.8
4,152.0
4,152.20000000000002
4,152.4
4,152.6
4,152.8
4,153.0
4,153.20000000000002
4,153.4
4,153.60000000000002
4,153.8
4,154.0
4,154.20000000000002
4,154.4
4,154.60000000000002
4,154.8
4,155.0
4,155.20000000000002
4,155.4
4,155.60000000000002
4,155.8
4,156.0
4,156.20000000000002
4,156.4
4,156.60000000000002
4,156.8
4,157.0
4,157.20000000000002
4,157.4
4,157.60000000000002
4,157.8
4,158.0
4,158.20000000000002
4,158.4
4,158.60000000000002
4,158.8
4,159.0
4,159.20000000000002
4,159.4
4,159.60000000000002
4,159.8
4,160.0
4,160.20000000000002
4,160.4
4,160.60000000000002
4,160.8
4,161.0
4,161.20000000000002
4,161.4
4,161.60000000000002
4,161.8
4,162.0
4,162.20000000000002
4,162.4
4,162.60000000000002
4,162.8
4,163.0
4,163.20000000000002
4,163.4
4,163.60000000000002
4,163.8
4,164.0
4,164.20000000000002
4,164.4
4,164.60000000000002
4,164.8
4,165.0
4,165.20000000000002
4,165.4
4,165.60000000000002
4,165.8
4,166.0
4,166.20000000000002
4,166.4
4,166.60000000000002
4,166.8
4,167.0
4,167.20000000000002
4,167.4
4,167.60000000000002
4,167.8
4,168.0
4,168.20000000000002
4,168.4
4,168.60000000000002
4,168.8
4,169.0
4,169.20000000000002
4,169.4
4,169.60000000000002
4,169.8
4,170.0
4,170.20000000000002
4,170.4
4,170.60000000000002
4,170.8
4,171.0
4,171.20000000000002
4,171.4
4,171.60000000000002
4,171.8
4,172.0
4,172.20000000000002
4,172.4
4,172.60000000000002
4,172.8
4,173.0
4,173.20000000000002
4,173.4
4,173.60000000000002
4,173.8
4,174.0
4,174.20000000000002
4,174.4
4,174.60000000000002
4,174.8
4,175.0
4,175.20000000000002
4,175.4
4,175.60000000000002
4,175.8
4,176.0
4,176.20000000000002
4,176.4
4,176.60000000000002
4,176.8
4,177.0
4,177.20000000000002
4,177.4
4,177.60000000000002
4,177.8
4,178.0
4,178.20000000000002
4,178.4
4,178.60000000000002
4,178.8
4,179.0
4,179.20000000000002
4,179.4
4,179.60000000000002
4,179.8
